"Nom_Diplôme","Ecole","Career","Employement_Opportunities","Ancienne_Diplome","Filiere","Durée","Mention_Bac","Ville","Matieres_Diplome","Matieres_Etudiant"
"Licence en Communication","ISIC","['Communication', 'Médias', 'Journalisme']","['Journaliste', 'Chargé de Communication']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Rabat","['Journalisme', 'Communication Digitale', 'Relations Publiques']","['Français', 'Histoire']"
"Licence en Droit","FSJES-AC","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Avocat', 'Juriste']","['BAC SM', 'BAC SP']","['LSH', 'SEG']","3","Mention Très Bien","Casablanca","['Droit Civil', 'Droit Pénal', 'Droit Constitutionnel']","['Histoire', 'Droit']"
"Licence en Droit","FSJES-M","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Avocat', 'Juriste']","['BAC SM', 'BAC SP']","['LSH', 'SEG']","3","Mention Très Bien","Casablanca","['Droit Civil', 'Droit Pénal', 'Droit Constitutionnel']","['Histoire', 'Droit']"
"Licence en Droit","FSJES-TNG","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Avocat', 'Juriste']","['BAC SM', 'BAC SP']","['LSH', 'SEG']","3","Mention Très Bien","Tanger","['Droit Civil', 'Droit Pénal', 'Droit Constitutionnel']","['Histoire', 'Droit']"
"Licence en Droit","FSJES","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Avocat', 'Juriste']","['BAC SM', 'BAC SP']","['LSH', 'SEG']","3","Mention Très Bien","Béni Mellal","['Droit Civil', 'Droit Pénal', 'Droit Constitutionnel']","['Histoire', 'Droit']"
"Licence en Droit","FSJP-UIR","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Avocat', 'Juriste']","['BAC SM', 'BAC SP']","['LSH', 'SEG']","3","Mention Très Bien","Salé","['Droit Civil', 'Droit Pénal', 'Droit Constitutionnel']","['Histoire', 'Droit']"
"Licence en Enseignement Secondaire","ENS","['Éducation', 'Enseignement', 'Pédagogie']","['Formateur', 'Professeur Secondaire']","['BAC SM', 'BAC SP']","['LSH']","4","Bien","Rabat","['Pédagogie', 'Psychologie', 'Didactique']","['Psychologie', 'Philosophie']"
"Licence en Gestion","ECG-UIR","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Gestionnaire', 'Comptable']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Mention Très Bien","Salé","['Management', 'Finance', 'Comptabilité']","['Mathématiques', 'Économie']"
"Licence en Gestion","FSJES-AC","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Gestionnaire', 'Comptable']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Assez Bien","Casablanca","['Management', 'Finance', 'Comptabilité']","['Mathématiques', 'Économie']"
"Licence en Gestion","FSJES","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Gestionnaire', 'Comptable']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Assez Bien","Fès","['Management', 'Finance', 'Comptabilité']","['Mathématiques', 'Économie']"
"Licence en Génie Informatique","FP-Safi","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Technicien Informatique']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Assez Bien","Marrakech","['Programmation', 'Algorithmes', 'Systèmes']","['Mathématiques', 'Informatique']"
"Licence en Génie Minier","FP-Khouribga","['Ingénierie', 'Géologie', 'Génie Minier', 'Ressources naturelles']","['Ingénieur Minier', 'Technicien Mines']","['BAC SM', 'BAC SP']","['SP', 'STM']","3","Assez Bien","Settat","['Géologie', 'Exploitation Minière', 'Sécurité']","['Mathématiques', 'Physique']"
"Licence en Génie Mécanique","FSTM","['Ingénierie', 'Conception', 'Génie Mécanique', 'Mécanique']","['Ingénieur Mécanicien', 'Concepteur Machines']","['BAC SM', 'BAC SP']","['SP', 'STM']","3","Mention Très Bien","Casablanca","['Mécanique', 'Conception', 'Matériaux']","['Mathématiques', 'Physique']"
"Licence en Génie Mécanique","FST","['Ingénierie', 'Conception', 'Génie Mécanique', 'Mécanique']","['Ingénieur Mécanicien', 'Concepteur Machines']","['BAC SM', 'BAC SP']","['SP', 'STM']","3","Bien","Fès","['Mécanique', 'Conception', 'Matériaux']","['Mathématiques', 'Physique']"
"Licence en Génie Électrique","FST-TNG","['Ingénierie', 'Génie Électrique', 'Électronique', 'Énergie']","['Technicien Électrique', 'Ingénieur Junior']","['BAC SM', 'BAC SP']","['SP', 'STE']","3","Mention Très Bien","Tanger","['Électrotechnique', 'Automatique', 'Énergie']","['Physique', 'Électronique']"
"Licence en Génie Électrique","FSTM","['Ingénierie', 'Génie Électrique', 'Électronique', 'Énergie']","['Ingénieur Électrique', 'Technicien Électrique']","['BAC SM', 'BAC SP']","['SP', 'STE']","3","Bien","Casablanca","['Électrotechnique', 'Automatique', 'Électronique']","['Physique', 'Électronique']"
"Licence en Génie Électrique","FST","['Ingénierie', 'Génie Électrique', 'Électronique', 'Énergie']","['Ingénieur Électrique', 'Technicien Électrique']","['BAC SM', 'BAC SP']","['SP', 'STE']","3","Mention Très Bien","Fès","['Électrotechnique', 'Automatique', 'Électronique']","['Physique', 'Électronique']"
"Licence en Géographie","FLSH-AC","['Géographie', 'Environnement', 'Urbanisme']","['Géographe', 'Urbaniste']","['BAC SM', 'BAC SP']","['SVT', 'LSH']","3","Bien","Casablanca","['Géographie Physique', 'Cartographie', 'Aménagement']","['Histoire', 'Géographie']"
"Licence en Géographie","FLSH-BM","['Géographie', 'Environnement', 'Urbanisme']","['Géographe', 'Urbaniste']","['BAC SM', 'BAC SP']","['SVT', 'LSH']","3","Assez Bien","Casablanca","['Géographie Physique', 'Cartographie', 'Aménagement']","['Histoire', 'Géographie']"
"Licence en Géographie","FLSH-DM","['Géographie', 'Environnement', 'Urbanisme']","['Géographe', 'Urbaniste']","['BAC SM', 'BAC SP']","['SVT', 'LSH']","3","Assez Bien","Fès","['Géographie Physique', 'Cartographie', 'Aménagement']","['Histoire', 'Géographie']"
"Licence en Géographie","FLSH","['Géographie', 'Environnement', 'Urbanisme']","['Géographe', 'Urbaniste']","['BAC SM', 'BAC SP']","['SVT', 'LSH']","3","Assez Bien","Béni Mellal","['Géographie Physique', 'Cartographie', 'Aménagement']","['Histoire', 'Géographie']"
"Licence en Histoire","FLSH","['Recherche', 'Histoire', 'Sciences humaines']","['Historien', 'Archiviste']","['BAC SM', 'BAC SP']","['LSH']","3","Assez Bien","Meknès","['Histoire Moderne', 'Histoire Ancienne', 'Méthodologie']","['Histoire', 'Géographie']"
"Licence en Informatique","FP-Khouribga","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Technicien Informatique']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Settat","['Programmation', 'Algorithmes', 'Systèmes']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FS-TET","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Tétouan","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FSAC","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Casablanca","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FSDM","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Fès","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FSS","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Marrakech","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FSTM","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Assez Bien","Casablanca","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FST","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Béni Mellal","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Informatique","FS","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Développeur Logiciel', 'Administrateur Systèmes']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Agadir","['Programmation', 'Algorithmes', 'Systèmes Informatiques']","['Mathématiques', 'Informatique']"
"Licence en Marketing","ECG-UIR","['Commerce', 'Marketing', 'Communication']","['Marketeur', 'Analyste Marketing']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Salé","['Marketing', 'Études de Marché', 'Communication']","['Statistiques', 'Économie']"
"Licence en Mathématiques","FSAC","['Mathématiques', 'Modélisation', 'Sciences']","['Mathématicien', 'Analyste de Données']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Casablanca","['Algèbre', 'Analyse', 'Probabilités']","['Mathématiques', 'Informatique']"
"Licence en Mathématiques","FSDM","['Mathématiques', 'Modélisation', 'Sciences']","['Mathématicien', 'Analyste de Données']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Mention Très Bien","Fès","['Algèbre', 'Analyse', 'Probabilités']","['Mathématiques', 'Informatique']"
"Licence en Mathématiques","FS","['Mathématiques', 'Modélisation', 'Sciences']","['Mathématicien', 'Enseignant']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Meknès","['Algèbre', 'Analyse', 'Probabilités']","['Mathématiques', 'Physique']"
"Licence en Mathématiques Appliquées","FST","['Mathématiques', 'Applications industrielles', 'Modélisation']","['Mathématicien', 'Analyste de Données']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Béni Mellal","['Mathématiques', 'Statistiques', 'Analyse Numérique']","['Mathématiques', 'Physique']"
"Licence en Mathématiques Appliquées","FS","['Mathématiques', 'Applications industrielles', 'Modélisation']","['Mathématicien', 'Analyste de Données']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","El Jadida","['Mathématiques', 'Statistiques', 'Analyse Numérique']","['Mathématiques', 'Physique']"
"Licence en Physique","FS-TET","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Enseignant']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Tétouan","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique","FSAC","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Ingénieur Physicien']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Casablanca","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique","FSBM","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Ingénieur Physicien']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Casablanca","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique","FSDM","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Ingénieur Physicien']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Fès","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique","FSS","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Ingénieur Physicien']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Marrakech","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique","FS","['Physique', 'Recherche', 'Sciences fondamentales']","['Physicien', 'Enseignant']","['BAC SM', 'BAC SP']","['SM', 'SP']","3","Bien","Agadir","['Mécanique', 'Optique', 'Électromagnétisme']","['Mathématiques', 'Physique']"
"Licence en Physique Appliquée","FST","['Physique', 'Applications techniques', 'Recherche']","['Physicien', 'Ingénieur Physicien']","['BAC SM', 'BAC SP']","['SP', 'STE']","3","Bien","Béni Mellal","['Physique', 'Mécanique', 'Thermodynamique']","['Mathématiques', 'Physique']"
"Licence en Sciences Politiques","FSJP-UIR","['Recherche', 'Droit', 'Sociologie', 'Sciences Politiques']","['Politologue', 'Analyste Politique']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Salé","['Relations Internationales', 'Théorie Politique', 'Gouvernance']","['Philosophie', 'Histoire']"
"Licence en Sciences de l'Éducation","ENS","['Recherche', 'Éducation', 'Enseignement', 'Pédagogie']","['Professeur', 'Formateur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Casablanca","['Pédagogie', 'Psychologie', 'Didactique']","['Philosophie', 'Histoire']"
"Licence en Sciences de l'Éducation","FSE","['Recherche', 'Éducation', 'Enseignement', 'Pédagogie']","['Enseignant', 'Formateur']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Rabat","['Pédagogie', 'Didactique', 'Psychologie de lÉducation']","['Psychologie', 'Philosophie']"
"Licence en Sciences de la Terre","FPE","['Recherche', 'Environnement', 'Sciences de la Terre', 'Géologie']","['Géologue', 'Technicien en Ressources']","['BAC SM', 'BAC SP']","['SP', 'SVT']","3","Bien","Errachidia","['Géologie', 'Minéralogie', 'Géophysique']","['Chimie', 'Géologie']"
"Licence en Sciences de la Vie","FP","['Recherche', 'Biologie', 'Sciences naturelles']","['Biologiste', 'Technicien de Laboratoire']","['BAC SM', 'BAC SP']","['SP', 'SVT']","3","Assez Bien","Béni Mellal","['Biologie', 'Écologie', 'Génétique']","['Chimie', 'Biologie']"
"Licence en Sciences Économiques","FP-Khouribga","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Mention Très Bien","Settat","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FP-Nador","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Mention Très Bien","Oujda","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FP-Safi","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Mention Très Bien","Marrakech","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FP-Taza","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Mention Très Bien","Fès","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FPL","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Larache","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FPT","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Taroudant","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FP","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Béni Mellal","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FSJES-M","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Casablanca","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sciences Économiques","FSJES","['Recherche', 'Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Fès","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Sociologie","FLSH-AC","['Recherche', 'Sociologie', 'Sciences sociales']","['Sociologue', 'Chercheur Social']","['BAC SM', 'BAC SP']","['LSH']","3","Assez Bien","Casablanca","['Sociologie', 'Anthropologie', 'Méthodes de Recherche']","['Philosophie', 'Histoire']"
"Licence en Sociologie","FLSH-DM","['Recherche', 'Sociologie', 'Sciences sociales']","['Sociologue', 'Chercheur Social']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Fès","['Sociologie', 'Anthropologie', 'Méthodes de Recherche']","['Philosophie', 'Histoire']"
"Licence en Sociologie","FLSH","['Recherche', 'Sociologie', 'Sciences sociales']","['Sociologue', 'Chercheur Social']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Marrakech","['Sociologie', 'Anthropologie', 'Méthodes de Recherche']","['Philosophie', 'Histoire']"
"Licence en Économie","FPE","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Analyste']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Assez Bien","Errachidia","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Économie","FSJES-AC","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Casablanca","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Économie","FSJES","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Analyste Financier']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Meknès","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Économie et Gestion","FSJES","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Gestionnaire']","['BAC SM', 'BAC SP']","['SM', 'SEG']","3","Bien","Béni Mellal","['Statistiques', 'Économie', 'Gestion']","['Mathématiques', 'Économie']"
"Licence en Études Anglaises","FLASH","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Kénitra","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Anglaises","FLSH-BM","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Casablanca","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Anglaises","FP-Nador","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Oujda","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Anglaises","FP-Safi","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Marrakech","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Anglaises","FP-Taza","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Fès","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Anglaises","FP","['Littérature', 'Lettres', 'Langues']","['Traducteur', 'Professeur dAnglais']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Béni Mellal","['Culture', 'Linguistique', 'Littérature Anglaise']","['Philosophie', 'Anglais']"
"Licence en Études Arabes","FLSH-AC","['Littérature', 'Lettres', 'Langues']","['Professeur dArabe', 'Traducteur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Casablanca","['Littérature Arabe', 'Linguistique', 'Poésie']","['Arabe', 'Histoire']"
"Licence en Études Arabes","FLSH-BM","['Littérature', 'Lettres', 'Langues']","['Professeur dArabe', 'Traducteur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Casablanca","['Littérature Arabe', 'Linguistique', 'Poésie']","['Arabe', 'Histoire']"
"Licence en Études Arabes","FLSH-DM","['Littérature', 'Lettres', 'Langues']","['Professeur dArabe', 'Traducteur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Fès","['Littérature Arabe', 'Linguistique', 'Poésie']","['Arabe', 'Histoire']"
"Licence en Études Arabes","FLSH-TET","['Littérature', 'Lettres', 'Langues']","['Professeur dArabe', 'Traducteur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Tétouan","['Littérature Arabe', 'Linguistique', 'Poésie']","['Arabe', 'Histoire']"
"Licence en Études Arabes","FLSH","['Littérature', 'Lettres', 'Langues']","['Professeur dArabe', 'Traducteur']","['BAC SM', 'BAC SP']","['LSH']","3","Mention Très Bien","Béni Mellal","['Littérature Arabe', 'Linguistique', 'Poésie']","['Arabe', 'Histoire']"
"Licence en Études Françaises","FLSH-AC","['Littérature', 'Lettres', 'Langues']","['Professeur de Français', 'Rédacteur']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Casablanca","['Littérature Française', 'Grammaire', 'Culture']","['Français', 'Philosophie']"
"Licence en Études Françaises","FLSH-DM","['Littérature', 'Lettres', 'Langues']","['Professeur de Français', 'Rédacteur']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Fès","['Littérature Française', 'Grammaire', 'Culture']","['Français', 'Philosophie']"
"Licence en Études Françaises","FLSH-TET","['Littérature', 'Lettres', 'Langues']","['Professeur de Français', 'Rédacteur']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Tétouan","['Littérature Française', 'Grammaire', 'Culture']","['Français', 'Philosophie']"
"Licence en Études Françaises","FLSH","['Littérature', 'Lettres', 'Langues']","['Professeur de Français', 'Rédacteur']","['BAC SM', 'BAC SP']","['LSH']","3","Bien","Béni Mellal","['Littérature Française', 'Grammaire', 'Culture']","['Français', 'Philosophie']"
"Master en Administration des Entreprises","ISCAE","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Manager', 'Consultant en Gestion']","['Licence Économie']","['SM', 'SEG']","2","Mention Très Bien","Casablanca","['Management', 'Finance', 'Stratégie']","['Mathématiques', 'Économie']"
"Master en Architecture Durable","EA-UIR","['Urbanisme', 'Design', 'Architecture']","['Consultant en Durabilité', 'Architecte Spécialisé']","['Licence Architecture']","['SP', 'LSH']","2","Bien","Salé","['Urbanisme', 'Énergies Renouvelables', 'Architecture Durable']","['Physique', 'Arts']"
"Master en Architecture et Patrimoine","ENA","['Urbanisme', 'Design', 'Architecture']","['Architecte Restaurateur', 'Consultant Patrimoine']","['Licence Architecture']","['SP', 'LSH']","2","Bien","Marrakech","['Patrimoine', 'Restauration', 'Histoire de lArchitecture']","['Histoire', 'Arts']"
"Master en Biologie Moléculaire","FS-TET","['Recherche', 'Biologie', 'Sciences naturelles']","['Chercheur', 'Biologiste']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Tétouan","['Génétique', 'Biochimie', 'Biologie Moléculaire']","['Chimie', 'Biologie']"
"Master en Biotechnologie","FSBM","['Physique', 'Biologie', 'Sciences naturelles', 'Biotechnologie', 'Recherche médicale']","['Chercheur', 'Biotechnologiste']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Casablanca","['Biotechnologie', 'Génie Génétique', 'Biochimie']","['Chimie', 'Biologie']"
"Master en Chimie Analytique","FS","['Recherche', 'Chimie', 'Sciences chimiques']","['Chimiste', 'Analyste Chimique']","['Licence Chimie']","['SP', 'SVT']","2","Mention Très Bien","Rabat","['Chimie Industrielle', 'Chimie Analytique', 'Spectroscopie']","['Physique', 'Chimie']"
"Master en Chimie Appliquée","FSBM","['Recherche', 'Chimie', 'Sciences chimiques']","['Chercheur', 'Chimiste Industriel']","['Licence Chimie']","['SP', 'SVT']","2","Bien","Casablanca","['Chimie Industrielle', 'Matériaux', 'Analyse Chimique']","['Physique', 'Chimie']"
"Master en Chimie Appliquée","FS","['Recherche', 'Chimie', 'Sciences chimiques']","['Chercheur', 'Chimiste Industriel']","['Licence Chimie']","['SP', 'SVT']","2","Bien","Oujda","['Chimie Industrielle', 'Matériaux', 'Analyse Chimique']","['Physique', 'Chimie']"
"Master en Commerce International","FP-Nador","['Commerce', 'Marketing', 'Gestion', 'Business']","['Manager Commercial', 'Consultant Export']","['Licence Sciences Économiques']","['SM', 'SEG']","2","Bien","Oujda","['Marketing', 'Logistique', 'Commerce International']","['Mathématiques', 'Économie']"
"Master en Comptabilité Audit et Contrôle","FP","['Finance', 'Gestion', 'Comptabilité']","['Comptable', 'Auditeur']","['Licence Économie']","['SM', 'SEG']","2","Mention Très Bien","Béni Mellal","['Comptabilité', 'Audit', 'Contrôle de Gestion']","['Mathématiques', 'Économie']"
"Master en Data Science","FSDM","['Informatique', 'Recherche', 'Data Science', 'Analyse de données']","['Analyste de Données', 'Data Scientist']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","Fès","['Statistiques', 'Big Data', 'Machine Learning']","['Mathématiques', 'Informatique']"
"Master en Data Science","FSS","['Informatique', 'Recherche', 'Data Science', 'Analyse de données']","['Analyste de Données', 'Data Scientist']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","Marrakech","['Statistiques', 'Big Data', 'Machine Learning']","['Mathématiques', 'Informatique']"
"Master en Design Graphique","INBA-TET","['Design', 'Arts appliqués', 'Création']","['Directeur Artistique', 'Designer Graphique']","['Licence Arts Plastiques']","['LSH']","2","Mention Très Bien","Tétouan","['Typographie', 'Communication Visuelle', 'Design Graphique']","['Informatique', 'Arts']"
"Master en Didactique des Sciences","ENS","['Recherche', 'Éducation', 'Enseignement', 'Pédagogie']","['Formateur Scientifique', 'Chercheur en Éducation']","['Licence Sciences de lÉducation']","['SP', 'LSH']","2","Bien","Casablanca","['Didactique', 'Pédagogie Scientifique', 'Évaluation']","['Physique', 'Philosophie']"
